Sexo;Comunidades y Ciudades Autónomas;Rama de actividad - CNAE 2009;Periodo;Total
Ambos sexos;05 Canarias;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2022;92,1
Ambos sexos;05 Canarias;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2021;81,1
Ambos sexos;05 Canarias;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2020;78
Ambos sexos;05 Canarias;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2019;89,2
Ambos sexos;05 Canarias;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2018;89,3
Ambos sexos;05 Canarias;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2017;85,9
Ambos sexos;05 Canarias;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2016;76,9
Ambos sexos;05 Canarias;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2015;76,8
Ambos sexos;05 Canarias;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2014;67,5
Ambos sexos;05 Canarias;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2013;66
Ambos sexos;05 Canarias;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2012;71,2
Ambos sexos;05 Canarias;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2011;63
Ambos sexos;05 Canarias;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2010;64,7
Ambos sexos;05 Canarias;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2009;66,8
Ambos sexos;05 Canarias;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2008;61,8
Ambos sexos;05 Canarias;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2023;221,4
Ambos sexos;05 Canarias;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2022;225,3
Ambos sexos;05 Canarias;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2021;224,7
Ambos sexos;05 Canarias;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2020;204,3
Ambos sexos;05 Canarias;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2019;190,2
Ambos sexos;05 Canarias;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2018;178,6
Ambos sexos;05 Canarias;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2017;164
Ambos sexos;05 Canarias;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2016;172,5
Ambos sexos;05 Canarias;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2015;158
Ambos sexos;05 Canarias;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2014;163,3
Ambos sexos;05 Canarias;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2013;169,6
Ambos sexos;05 Canarias;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2012;161
Ambos sexos;05 Canarias;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2011;177,1
Ambos sexos;05 Canarias;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2010;172,8
Ambos sexos;05 Canarias;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2009;178,4
Ambos sexos;05 Canarias;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2008;175,2
Ambos sexos;05 Canarias;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2023;74
Ambos sexos;05 Canarias;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2022;70,3
Ambos sexos;05 Canarias;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2021;58,2
Ambos sexos;05 Canarias;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2020;53,1
Ambos sexos;05 Canarias;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2019;72,4
Ambos sexos;05 Canarias;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2018;74,9
Ambos sexos;05 Canarias;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2017;65,7
Ambos sexos;05 Canarias;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2016;60,6
Ambos sexos;05 Canarias;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2015;64,2
Ambos sexos;05 Canarias;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2014;59,7
Ambos sexos;05 Canarias;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2013;54,8
Ambos sexos;05 Canarias;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2012;60,2
Ambos sexos;05 Canarias;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2011;54
Ambos sexos;05 Canarias;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2010;55,3
Ambos sexos;05 Canarias;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2009;50
Ambos sexos;05 Canarias;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2008;58,4
Ambos sexos;06 Cantabria;Total;2023;254,6
Ambos sexos;06 Cantabria;Total;2022;248,4
Ambos sexos;06 Cantabria;Total;2021;244,5
Ambos sexos;06 Cantabria;Total;2020;234,4
Ambos sexos;06 Cantabria;Total;2019;243,8
Ambos sexos;06 Cantabria;Total;2018;241
Ambos sexos;06 Cantabria;Total;2017;237,1
Ambos sexos;06 Cantabria;Total;2016;234,9
Ambos sexos;06 Cantabria;Total;2015;228
Ambos sexos;06 Cantabria;Total;2014;225,6
Ambos sexos;06 Cantabria;Total;2013;222,5
Ambos sexos;06 Cantabria;Total;2012;234,2
Ambos sexos;06 Cantabria;Total;2011;240,2
Ambos sexos;06 Cantabria;Total;2010;243,2
Ambos sexos;06 Cantabria;Total;2009;251,2
Ambos sexos;06 Cantabria;Total;2008;264,3
Ambos sexos;06 Cantabria;A Agricultura ( A );2023;5,3
Ambos sexos;06 Cantabria;A Agricultura ( A );2022;7,1
Ambos sexos;06 Cantabria;A Agricultura ( A );2021;5
Ambos sexos;06 Cantabria;A Agricultura ( A );2020;6,7
Ambos sexos;06 Cantabria;A Agricultura ( A );2019;7,2
Ambos sexos;06 Cantabria;A Agricultura ( A );2018;6,6
Ambos sexos;06 Cantabria;A Agricultura ( A );2017;7,1
Ambos sexos;06 Cantabria;A Agricultura ( A );2016;7,3
Ambos sexos;06 Cantabria;A Agricultura ( A );2015;7,4
Ambos sexos;06 Cantabria;A Agricultura ( A );2014;6,9
Ambos sexos;06 Cantabria;A Agricultura ( A );2013;8,5
Ambos sexos;06 Cantabria;A Agricultura ( A );2012;7,5
Ambos sexos;06 Cantabria;A Agricultura ( A );2011;6,9
Ambos sexos;06 Cantabria;A Agricultura ( A );2010;7,4
Ambos sexos;06 Cantabria;A Agricultura ( A );2009;10
Ambos sexos;06 Cantabria;A Agricultura ( A );2008;10,1
Ambos sexos;06 Cantabria;Industria general;2023;40,7
Ambos sexos;06 Cantabria;Industria general;2022;41,6
Ambos sexos;06 Cantabria;Industria general;2021;40,6
Ambos sexos;06 Cantabria;Industria general;2020;39,1
Ambos sexos;06 Cantabria;Industria general;2019;38,4
Ambos sexos;06 Cantabria;Industria general;2018;38,1
Ambos sexos;06 Cantabria;Industria general;2017;35,8
Ambos sexos;06 Cantabria;Industria general;2016;37,1
Ambos sexos;06 Cantabria;Industria general;2015;34,7
Ambos sexos;06 Cantabria;Industria general;2014;36,9
Ambos sexos;06 Cantabria;Industria general;2013;37
Ambos sexos;06 Cantabria;Industria general;2012;38,1
Ambos sexos;06 Cantabria;Industria general;2011;39,4
Ambos sexos;06 Cantabria;Industria general;2010;38,8
Ambos sexos;06 Cantabria;Industria general;2009;42,8
Ambos sexos;06 Cantabria;Industria general;2008;51
Ambos sexos;06 Cantabria;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2023;3,5
Ambos sexos;06 Cantabria;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2022;5,3
Ambos sexos;06 Cantabria;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2021;5,2
Ambos sexos;06 Cantabria;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2020;3,8
Ambos sexos;06 Cantabria;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2019;3,8
Ambos sexos;06 Cantabria;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2018;4,1
Ambos sexos;06 Cantabria;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2017;3,3
Ambos sexos;06 Cantabria;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2016;3,1
Ambos sexos;06 Cantabria;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2015;4,5
Ambos sexos;06 Cantabria;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2014;4,8
Ambos sexos;06 Cantabria;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2013;4,1
Ambos sexos;06 Cantabria;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2012;3,9
Ambos sexos;06 Cantabria;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2011;3,1
Ambos sexos;06 Cantabria;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2010;3,9
